laboratorios Laproff -  -  - Antioquia
GFB PRO 300 (CN018022)
Historial de alarmas

'Rango : 'Por tiempo:' (01-29-2025 05:47:34 ... 02-05-2025 06:47:34)
'Filtro :   usuarios = 'Todos los usuarios'  alarmas = 'Todas las alarmas'  tipos = 'Alarma entrante' 'Conf entrante.' 'Alarmas pendientes' 'Conf saliente.'

Tiempo ,Tipo de alarma,Número,Alarma
02-01-2025 07:52:41,'Conf entrante.,'195 - 1,'TASA DE ASPERSIÓN (F301030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 07:52:41,'Conf entrante.,'195,'TASA DE ASPERSIÓN (F301030) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:52:47,'Alarmas pendientes,'195 - 1,'TASA DE ASPERSIÓN (F301030) - VALOR REAL <MIN
02-01-2025 07:52:47,'Alarmas pendientes,'195,'TASA DE ASPERSIÓN (F301030)
02-01-2025 07:52:55,'Alarmas pendientes,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN
02-01-2025 07:52:55,'Alarmas pendientes,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120)
02-01-2025 07:52:55,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 07:52:55,'Alarmas pendientes,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 07:53:04,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 07:53:04,'Alarma entrante,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 07:53:10,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
02-01-2025 07:53:10,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-01-2025 07:53:13,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:13,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:13,'Conf entrante.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:13,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:15,'Conf saliente.,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:15,'Conf saliente.,'195,'TASA DE ASPERSIÓN (F301030) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:15,'Conf saliente.,'195 - 1,'TASA DE ASPERSIÓN (F301030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:15,'Conf saliente.,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:18,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 07:53:18,'Alarmas pendientes,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 07:53:25,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
02-01-2025 07:53:25,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-01-2025 07:53:34,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:34,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:34,'Conf saliente.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 07:53:34,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:54:11,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 07:54:11,'Alarma entrante,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 07:54:17,'Conf entrante.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 07:54:17,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:54:42,'Alarma entrante,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN
02-01-2025 07:54:42,'Alarma entrante,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120)
02-01-2025 07:54:46,'Conf entrante.,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 07:54:46,'Conf entrante.,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - por linaro (Lina Rios Otalvaro)
02-01-2025 07:55:41,'Alarmas pendientes,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN
02-01-2025 07:55:41,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 07:55:41,'Alarmas pendientes,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120)
02-01-2025 07:55:41,'Alarmas pendientes,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 09:15:38,'Conf saliente.,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 09:15:38,'Conf saliente.,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - por linaro (Lina Rios Otalvaro)
02-01-2025 09:15:38,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 09:15:38,'Conf saliente.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 09:18:13,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 09:18:13,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 09:21:25,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 09:21:25,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 09:21:26,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 09:21:26,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 09:21:27,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 09:21:27,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 09:24:16,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 09:24:16,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:46:19,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:46:19,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:46:20,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:46:20,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:46:21,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:46:21,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:48:14,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:48:14,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:48:24,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:48:24,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:48:26,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:48:26,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:48:27,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:48:27,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:49:06,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:49:06,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:52:16,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:52:16,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:52:17,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:52:17,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:52:18,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:52:18,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:53:46,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:53:46,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:54:02,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:54:02,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:54:04,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:54:04,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:54:04,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:54:04,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:58:00,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:58:00,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:58:27,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 10:58:27,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:58:28,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 10:58:28,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 10:58:29,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 10:58:29,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 11:00:16,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 11:00:16,'Alarma entrante,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 11:00:31,'Conf entrante.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 11:00:31,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:00:38,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 11:00:38,'Alarmas pendientes,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 11:00:39,'Conf saliente.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 11:00:39,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:35:28,'Alarma entrante,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 11:35:28,'Alarma entrante,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 11:35:44,'Conf entrante.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 11:35:44,'Conf entrante.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:35:57,'Alarma entrante,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120)
02-01-2025 11:35:57,'Alarma entrante,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN
02-01-2025 11:36:12,'Conf entrante.,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:36:12,'Conf entrante.,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 11:38:19,'Alarma entrante,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX
02-01-2025 11:38:19,'Alarma entrante,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510)
02-01-2025 11:38:27,'Conf entrante.,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:38:27,'Conf entrante.,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
02-01-2025 11:39:15,'Alarmas pendientes,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX
02-01-2025 11:39:15,'Alarmas pendientes,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510)
02-01-2025 11:39:23,'Conf saliente.,'41,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:39:23,'Conf saliente.,'41 - 3,'TEMPERATURA DE DESHUMIDIFICACIÓN (T101510) - VALOR REAL> MAX - por linaro (Lina Rios Otalvaro)
02-01-2025 11:52:20,'Alarmas pendientes,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440)
02-01-2025 11:52:20,'Alarmas pendientes,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN
02-01-2025 11:52:20,'Alarmas pendientes,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120)
02-01-2025 11:52:20,'Alarmas pendientes,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN
02-01-2025 11:52:28,'Conf saliente.,'84,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:52:28,'Conf saliente.,'4,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - por linaro (Lina Rios Otalvaro)
02-01-2025 11:52:28,'Conf saliente.,'84 - 1,'FILTRO DE AIRE DE ESCAPE DP NIVEL 2 (PD121440) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 11:52:28,'Conf saliente.,'4 - 1,'DP FILTRO DE AIRE DE ENTRADA  2 (PD105120) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 13:06:50,'Alarma entrante,'173,'MEDIDA DE HUMEDAD DE PRODUCTO
02-01-2025 13:06:50,'Alarma entrante,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO
02-01-2025 13:06:54,'Conf entrante.,'173,'MEDIDA DE HUMEDAD DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-01-2025 13:06:54,'Conf entrante.,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-01-2025 13:07:10,'Alarmas pendientes,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO
02-01-2025 13:07:10,'Alarmas pendientes,'173,'MEDIDA DE HUMEDAD DE PRODUCTO
02-01-2025 13:07:12,'Conf saliente.,'173,'MEDIDA DE HUMEDAD DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-01-2025 13:07:12,'Conf saliente.,'173 - 4,'MEDIDA DE HUMEDAD DE PRODUCTO - ERROR EN NÚMERO DE PRODUCTO - por linaro (Lina Rios Otalvaro)
02-01-2025 13:09:58,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 13:09:58,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 13:10:44,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 13:10:44,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 13:10:45,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 13:10:45,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 13:10:47,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 13:10:47,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 13:12:24,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 13:12:24,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 14:24:35,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 14:24:35,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 14:24:36,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 14:24:36,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 14:24:37,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 14:24:37,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 14:35:26,'Alarma entrante,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-01-2025 14:35:26,'Alarma entrante,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
02-01-2025 14:37:49,'Conf entrante.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-01-2025 14:37:49,'Conf entrante.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-01-2025 14:37:50,'Alarmas pendientes,'154,'VÁLVULA DE DESCARGA LATERAL (K202030)
02-01-2025 14:37:50,'Alarmas pendientes,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO
02-01-2025 14:37:56,'Conf saliente.,'154,'VÁLVULA DE DESCARGA LATERAL (K202030) - por linaro (Lina Rios Otalvaro)
02-01-2025 14:37:56,'Conf saliente.,'154 - 2,'VÁLVULA DE DESCARGA LATERAL (K202030) - FALLO DE SEÑAL DE RETROALIMENTACIÓN: CERRADO - por linaro (Lina Rios Otalvaro)
02-01-2025 14:38:42,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 14:38:42,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 14:59:30,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 14:59:30,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 14:59:32,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 14:59:32,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 14:59:32,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 14:59:32,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 15:00:30,'Alarma entrante,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 15:00:30,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 15:00:48,'Conf entrante.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 15:00:48,'Conf entrante.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 15:00:49,'Alarmas pendientes,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
02-01-2025 15:00:49,'Alarmas pendientes,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030)
02-01-2025 15:01:41,'Conf saliente.,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN - por linaro (Lina Rios Otalvaro)
02-01-2025 15:01:41,'Conf saliente.,'167,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - por linaro (Lina Rios Otalvaro)
02-01-2025 15:02:50,'Alarma entrante,'167 - 1,'PRESIÓN DE SUMINISTRO DE AIRE COMPRIMIDO (P000030) - VALOR REAL <MIN
